Dataset,Chart,Columns
World Energy Consumption.csv,Bubble Chart,coal_electricity vs per_capita_electricity
World Energy Consumption.csv,Scatter Plot,coal_electricity vs primary_energy_consumption
World Energy Consumption.csv,Bubble Chart,coal_electricity vs primary_energy_consumption
World Energy Consumption.csv,Scatter Plot,coal_electricity vs renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_electricity vs renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_electricity vs renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_electricity vs renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_electricity vs renewables_consumption
World Energy Consumption.csv,Bubble Chart,coal_electricity vs renewables_consumption
World Energy Consumption.csv,Scatter Plot,coal_electricity vs renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_electricity vs renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_electricity vs renewables_electricity
World Energy Consumption.csv,Bubble Chart,coal_electricity vs renewables_electricity
World Energy Consumption.csv,Scatter Plot,coal_electricity vs renewables_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_electricity vs renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_electricity vs renewables_share_elec
World Energy Consumption.csv,Bubble Chart,coal_electricity vs renewables_share_elec
World Energy Consumption.csv,Scatter Plot,coal_electricity vs renewables_share_energy
World Energy Consumption.csv,Bubble Chart,coal_electricity vs renewables_share_energy
World Energy Consumption.csv,Scatter Plot,coal_electricity vs solar_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_electricity vs solar_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_electricity vs solar_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_electricity vs solar_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_electricity vs solar_consumption
World Energy Consumption.csv,Bubble Chart,coal_electricity vs solar_consumption
World Energy Consumption.csv,Scatter Plot,coal_electricity vs solar_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_electricity vs solar_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_electricity vs solar_electricity
World Energy Consumption.csv,Bubble Chart,coal_electricity vs solar_electricity
World Energy Consumption.csv,Scatter Plot,coal_electricity vs solar_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_electricity vs solar_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_electricity vs solar_share_elec
World Energy Consumption.csv,Bubble Chart,coal_electricity vs solar_share_elec
World Energy Consumption.csv,Scatter Plot,coal_electricity vs solar_share_energy
World Energy Consumption.csv,Bubble Chart,coal_electricity vs solar_share_energy
World Energy Consumption.csv,Scatter Plot,coal_electricity vs wind_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_electricity vs wind_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_electricity vs wind_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_electricity vs wind_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_electricity vs wind_consumption
World Energy Consumption.csv,Bubble Chart,coal_electricity vs wind_consumption
World Energy Consumption.csv,Scatter Plot,coal_electricity vs wind_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_electricity vs wind_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_electricity vs wind_electricity
World Energy Consumption.csv,Bubble Chart,coal_electricity vs wind_electricity
World Energy Consumption.csv,Scatter Plot,coal_electricity vs wind_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_electricity vs wind_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_electricity vs wind_share_elec
World Energy Consumption.csv,Bubble Chart,coal_electricity vs wind_share_elec
World Energy Consumption.csv,Scatter Plot,coal_electricity vs wind_share_energy
World Energy Consumption.csv,Bubble Chart,coal_electricity vs wind_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs coal_prod_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs coal_prod_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs coal_prod_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs coal_prod_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs coal_production
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs coal_production
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs coal_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs coal_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs coal_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs coal_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs electricity_demand
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs electricity_demand
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs electricity_generation
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs electricity_generation
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs electricity_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs electricity_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs energy_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs energy_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs energy_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs energy_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs energy_per_gdp
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs energy_per_gdp
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs fossil_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs fossil_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs fossil_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs fossil_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs fossil_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs fossil_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs fossil_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs fossil_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs fossil_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs fossil_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs fossil_fuel_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs fossil_fuel_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs fossil_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs fossil_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs fossil_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs fossil_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs gas_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs gas_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs gas_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs gas_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs gas_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs gas_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs gas_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs gas_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs gas_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs gas_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs gas_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs gas_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs gas_prod_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs gas_prod_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs gas_prod_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs gas_prod_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs gas_prod_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs gas_prod_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs gas_production
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs gas_production
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs gas_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs gas_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs gas_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs gas_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs greenhouse_gas_emissions
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs greenhouse_gas_emissions
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs hydro_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs hydro_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs hydro_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs hydro_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs hydro_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs hydro_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs hydro_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs hydro_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs hydro_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs hydro_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs hydro_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs hydro_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs hydro_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs hydro_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs hydro_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs hydro_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs low_carbon_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs low_carbon_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs low_carbon_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs low_carbon_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs low_carbon_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs low_carbon_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs low_carbon_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs low_carbon_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs low_carbon_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs low_carbon_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs low_carbon_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs low_carbon_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs low_carbon_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs low_carbon_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs low_carbon_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs low_carbon_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs net_elec_imports
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs net_elec_imports
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs net_elec_imports_share_demand
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs net_elec_imports_share_demand
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs nuclear_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs nuclear_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs nuclear_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs nuclear_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs nuclear_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs nuclear_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs nuclear_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs nuclear_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs nuclear_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs nuclear_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs nuclear_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs nuclear_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs nuclear_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs nuclear_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs nuclear_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs nuclear_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs oil_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs oil_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs oil_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs oil_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs oil_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs oil_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs oil_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs oil_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs oil_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs oil_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs oil_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs oil_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs oil_prod_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs oil_prod_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs oil_prod_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs oil_prod_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs oil_prod_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs oil_prod_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs oil_production
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs oil_production
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs oil_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs oil_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs oil_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs oil_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs other_renewable_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs other_renewable_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs other_renewable_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs other_renewable_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs other_renewable_exc_biofuel_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs other_renewable_exc_biofuel_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs other_renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs other_renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs other_renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs other_renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs other_renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs other_renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs other_renewables_elec_per_capita_exc_biofuel
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs other_renewables_elec_per_capita_exc_biofuel
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs other_renewables_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs other_renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs other_renewables_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs other_renewables_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs other_renewables_share_elec_exc_biofuel
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs other_renewables_share_elec_exc_biofuel
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs other_renewables_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs other_renewables_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs per_capita_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs per_capita_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs primary_energy_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs primary_energy_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs renewables_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs renewables_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs renewables_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs renewables_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs renewables_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs renewables_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs renewables_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs renewables_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs renewables_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs solar_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs solar_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs solar_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs solar_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs solar_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs solar_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs solar_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs solar_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs solar_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs solar_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs solar_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs solar_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs solar_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs solar_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs solar_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs solar_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs wind_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs wind_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs wind_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs wind_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs wind_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs wind_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs wind_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs wind_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs wind_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs wind_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs wind_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs wind_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs wind_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs wind_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_pct vs wind_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_pct vs wind_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs coal_prod_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs coal_prod_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs coal_production
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs coal_production
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs coal_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs coal_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs coal_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs coal_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs electricity_demand
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs electricity_demand
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs electricity_generation
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs electricity_generation
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs electricity_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs electricity_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs energy_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs energy_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs energy_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs energy_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs energy_per_gdp
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs energy_per_gdp
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs fossil_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs fossil_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs fossil_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs fossil_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs fossil_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs fossil_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs fossil_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs fossil_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs fossil_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs fossil_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs fossil_fuel_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs fossil_fuel_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs fossil_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs fossil_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs fossil_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs fossil_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs gas_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs gas_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs gas_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs gas_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs gas_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs gas_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs gas_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs gas_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs gas_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs gas_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs gas_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs gas_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs gas_prod_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs gas_prod_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs gas_prod_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs gas_prod_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs gas_prod_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs gas_prod_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs gas_production
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs gas_production
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs gas_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs gas_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs gas_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs gas_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs greenhouse_gas_emissions
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs greenhouse_gas_emissions
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs hydro_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs hydro_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs hydro_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs hydro_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs hydro_consumption
